dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,2,hard_vector,16,0,0,3.7065243988771717,14.309434097736398,10.602909698859227,,,
NULO,RAW,2,hard_vector,17,1,0,14.73136857124417,27.920491945809136,13.189123374564966,,,
NULO,RAW,2,hard_vector,18,0,1,10.826576443837952,4.966527252275066,5.8600491915628865,,,
NULO,RAW,2,hard_vector,19,0,1,17.099062501281946,3.136536929714056,13.96252557156789,,,
NULO,RAW,2,hard_vector,20,1,1,21.33783314008493,18.365169106990322,2.972664033094606,,,
NULO,RAW,2,hard_vector,21,1,0,11.358406019681533,22.79630462204493,11.437898602363395,,,
NULO,RAW,2,hard_vector,22,0,0,15.972328595441228,33.049329328075565,17.07700073263434,,,
NULO,RAW,2,hard_vector,23,0,1,12.192775776807633,2.9005840012160524,9.29219177559158,,,
NULO,RAW,2,hard_vector,24,0,0,31.590033901788786,36.23394895713076,4.643915055341971,,,
NULO,RAW,2,hard_vector,25,0,0,15.936724771428073,17.45573101564143,1.5190062442133563,,,
NULO,RAW,2,hard_vector,26,0,0,25.001120334321957,28.21311787033573,3.2119975360137722,,,
NULO,RAW,2,hard_vector,27,0,0,8.836623518376758,27.34893646212437,18.512312943747613,,,
NULO,RAW,2,hard_vector,28,0,0,14.20962610360748,25.243675478777558,11.034049375170078,,,
NULO,RAW,2,hard_vector,29,1,1,7.337658559087709,7.273085028773049,0.06457353031465995,,,
NULO,RAW,2,hard_vector,30,1,0,4.732703109561679,6.4796984500954675,1.7469953405337888,,,
NULO,RAW,2,hard_vector,31,0,1,6.7263462041638755,1.3482678366238208,5.378078367540055,,,
NULO,RAW,2,hard_vector,32,0,1,29.330290067637453,17.594781047018582,11.73550902061887,,,
NULO,RAW,2,hard_vector,33,1,1,8.380060926346252,1.7405103174993521,6.6395506088469,,,
NULO,RAW,2,hard_vector,34,1,0,34.606258364326685,34.7536755165484,0.14741715222171337,,,
NULO,RAW,2,hard_vector,35,1,0,9.213259365991938,18.862717669854863,9.649458303862925,,,
NULO,RAW,2,hard_vector,36,1,0,13.993590095034605,30.08203539177756,16.088445296742954,,,
NULO,RAW,2,hard_vector,37,0,1,16.119422347040867,11.834499694474466,4.284922652566401,,,
NULO,RAW,2,hard_vector,38,1,0,10.450446245521027,21.72062098230106,11.270174736780033,,,
NULO,RAW,2,hard_vector,39,0,1,17.545656230331602,3.6723845793438987,13.873271650987704,,,
NULO,RAW,2,hard_vector,40,0,0,9.576446434478331,18.82763219633051,9.251185761852177,,,
NULO,RAW,2,hard_vector,41,0,1,6.388797131430262,4.259435513209516,2.129361618220746,,,
NULO,RAW,2,hard_vector,42,0,0,53.33663028587194,61.21722863843976,7.880598352567816,,,
NULO,RAW,2,hard_vector,43,1,1,38.63546270726111,37.72589513761424,0.9095675696468746,,,
NULO,RAW,2,hard_vector,44,1,0,25.147316724170004,26.11569482210102,0.9683780979310157,,,
NULO,RAW,2,hard_vector,45,0,0,27.58522731165012,41.81306249808259,14.227835186432468,,,
